,ts_code,symbol,name,fullname,market,exchange,list_status,list_date,delist_date
597,002146.SZ,2146,荣盛发展,荣盛房地产发展股份有限公司,深圳A,SZSE,L,20070808,
598,002147.SZ,2147,*ST新光,新光圆成股份有限公司,深圳A,SZSE,L,20070808,
599,002148.SZ,2148,北纬科技,北京北纬通信科技股份有限公司,深圳A,SZSE,L,20070810,
600,002149.SZ,2149,西部材料,西部金属材料股份有限公司,深圳A,SZSE,L,20070810,
601,002150.SZ,2150,通润装备,江苏通润装备科技股份有限公司,深圳A,SZSE,L,20070810,
602,002151.SZ,2151,北斗星通,北京北斗星通导航技术股份有限公司,深圳A,SZSE,L,20070813,
603,002152.SZ,2152,广电运通,广州广电运通金融电子股份有限公司,深圳A,SZSE,L,20070813,
604,002153.SZ,2153,石基信息,北京中长石基信息技术股份有限公司,深圳A,SZSE,L,20070813,
605,002154.SZ,2154,报喜鸟,报喜鸟控股股份有限公司,深圳A,SZSE,L,20070816,
606,002155.SZ,2155,湖南黄金,湖南黄金股份有限公司,深圳A,SZSE,L,20070816,
607,002156.SZ,2156,通富微电,通富微电子股份有限公司,深圳A,SZSE,L,20070816,
608,002157.SZ,2157,正邦科技,江西正邦科技股份有限公司,深圳A,SZSE,L,20070817,
609,002158.SZ,2158,汉钟精机,上海汉钟精机股份有限公司,深圳A,SZSE,L,20070817,
610,002159.SZ,2159,三特索道,武汉三特索道集团股份有限公司,深圳A,SZSE,L,20070817,
611,002160.SZ,2160,常铝股份,江苏常铝铝业集团股份有限公司,深圳A,SZSE,L,20070821,
612,002161.SZ,2161,远望谷,深圳市远望谷信息技术股份有限公司,深圳A,SZSE,L,20070821,
613,002162.SZ,2162,悦心健康,上海悦心健康集团股份有限公司,深圳A,SZSE,L,20070823,
614,002163.SZ,2163,海南发展,海控南海发展股份有限公司,深圳A,SZSE,L,20070823,
615,002164.SZ,2164,宁波东力,宁波东力股份有限公司,深圳A,SZSE,L,20070823,
616,002165.SZ,2165,红宝丽,红宝丽集团股份有限公司,深圳A,SZSE,L,20070913,
617,002166.SZ,2166,莱茵生物,桂林莱茵生物科技股份有限公司,深圳A,SZSE,L,20070913,
618,002167.SZ,2167,东方锆业,广东东方锆业科技股份有限公司,深圳A,SZSE,L,20070913,
619,002168.SZ,2168,惠程科技,深圳市惠程信息科技股份有限公司,深圳A,SZSE,L,20070919,
620,002169.SZ,2169,智光电气,广州智光电气股份有限公司,深圳A,SZSE,L,20070919,
621,002170.SZ,2170,芭田股份,深圳市芭田生态工程股份有限公司,深圳A,SZSE,L,20070919,
622,002171.SZ,2171,楚江新材,安徽楚江科技新材料股份有限公司,深圳A,SZSE,L,20070921,
623,002172.SZ,2172,澳洋健康,江苏澳洋健康产业股份有限公司,深圳A,SZSE,L,20070921,
624,002173.SZ,2173,创新医疗,创新医疗管理股份有限公司,深圳A,SZSE,L,20070925,
625,002174.SZ,2174,游族网络,游族网络股份有限公司,深圳A,SZSE,L,20070925,
626,002175.SZ,2175,ST东网,东方时代网络传媒股份有限公司,深圳A,SZSE,L,20071012,
627,002176.SZ,2176,*ST江特,江西特种电机股份有限公司,深圳A,SZSE,L,20071012,
628,002177.SZ,2177,御银股份,广州御银科技股份有限公司,深圳A,SZSE,L,20071101,
629,002178.SZ,2178,延华智能,上海延华智能科技(集团)股份有限公司,深圳A,SZSE,L,20071101,
630,002179.SZ,2179,中航光电,中航光电科技股份有限公司,深圳A,SZSE,L,20071101,
631,002180.SZ,2180,纳思达,纳思达股份有限公司,深圳A,SZSE,L,20071113,
632,002181.SZ,2181,粤传媒,广东广州日报传媒股份有限公司,深圳A,SZSE,L,20071116,
633,002182.SZ,2182,云海金属,南京云海特种金属股份有限公司,深圳A,SZSE,L,20071113,
634,002183.SZ,2183,怡亚通,深圳市怡亚通供应链股份有限公司,深圳A,SZSE,L,20071113,
635,002184.SZ,2184,海得控制,上海海得控制系统股份有限公司,深圳A,SZSE,L,20071116,
636,002185.SZ,2185,华天科技,天水华天科技股份有限公司,深圳A,SZSE,L,20071120,
637,002186.SZ,2186,全聚德,中国全聚德(集团)股份有限公司,深圳A,SZSE,L,20071120,
638,002187.SZ,2187,广百股份,广州市广百股份有限公司,深圳A,SZSE,L,20071122,
639,002188.SZ,2188,ST巴士,巴士在线股份有限公司,深圳A,SZSE,L,20071122,
640,002189.SZ,2189,中光学,中光学集团股份有限公司,深圳A,SZSE,L,20071203,
641,002190.SZ,2190,成飞集成,四川成飞集成科技股份有限公司,深圳A,SZSE,L,20071203,
642,002191.SZ,2191,劲嘉股份,深圳劲嘉集团股份有限公司,深圳A,SZSE,L,20071205,
643,002192.SZ,2192,*ST融捷,融捷股份有限公司,深圳A,SZSE,L,20071205,
644,002193.SZ,2193,如意集团,山东如意毛纺服装集团股份有限公司,深圳A,SZSE,L,20071207,
645,002194.SZ,2194,武汉凡谷,武汉凡谷电子技术股份有限公司,深圳A,SZSE,L,20071207,
646,002195.SZ,2195,二三四五,上海二三四五网络控股集团股份有限公司,深圳A,SZSE,L,20071212,
647,002196.SZ,2196,方正电机,浙江方正电机股份有限公司,深圳A,SZSE,L,20071212,
648,002197.SZ,2197,证通电子,深圳市证通电子股份有限公司,深圳A,SZSE,L,20071218,
649,002198.SZ,2198,嘉应制药,广东嘉应制药股份有限公司,深圳A,SZSE,L,20071218,
650,002199.SZ,2199,东晶电子,浙江东晶电子股份有限公司,深圳A,SZSE,L,20071221,
651,002200.SZ,2200,ST云投,云南云投生态环境科技股份有限公司,深圳A,SZSE,L,20071221,
652,002201.SZ,2201,九鼎新材,江苏九鼎新材料股份有限公司,深圳A,SZSE,L,20071226,
653,002202.SZ,2202,金风科技,新疆金风科技股份有限公司,深圳A,SZSE,L,20071226,
654,002203.SZ,2203,海亮股份,浙江海亮股份有限公司,深圳A,SZSE,L,20080116,
655,002204.SZ,2204,大连重工,大连华锐重工集团股份有限公司,深圳A,SZSE,L,20080116,
656,002205.SZ,2205,国统股份,新疆国统管道股份有限公司,深圳A,SZSE,L,20080123,
657,002206.SZ,2206,海利得,浙江海利得新材料股份有限公司,深圳A,SZSE,L,20080123,
658,002207.SZ,2207,准油股份,新疆准东石油技术股份有限公司,深圳A,SZSE,L,20080128,
659,002208.SZ,2208,合肥城建,合肥城建发展股份有限公司,深圳A,SZSE,L,20080128,
660,002209.SZ,2209,达意隆,广州达意隆包装机械股份有限公司,深圳A,SZSE,L,20080130,
661,002210.SZ,2210,*ST飞马,深圳市飞马国际供应链股份有限公司,深圳A,SZSE,L,20080130,
662,002211.SZ,2211,宏达新材,上海宏达新材料股份有限公司,深圳A,SZSE,L,20080201,
663,002212.SZ,2212,南洋股份,南洋天融信科技集团股份有限公司,深圳A,SZSE,L,20080201,
664,002213.SZ,2213,大为股份,深圳市大为创新科技股份有限公司,深圳A,SZSE,L,20080201,
665,002214.SZ,2214,大立科技,浙江大立科技股份有限公司,深圳A,SZSE,L,20080218,
666,002215.SZ,2215,诺普信,深圳诺普信农化股份有限公司,深圳A,SZSE,L,20080218,
667,002216.SZ,2216,三全食品,三全食品股份有限公司,深圳A,SZSE,L,20080220,
668,002217.SZ,2217,合力泰,合力泰科技股份有限公司,深圳A,SZSE,L,20080220,
669,002218.SZ,2218,拓日新能,深圳市拓日新能源科技股份有限公司,深圳A,SZSE,L,20080228,
670,002219.SZ,2219,*ST恒康,恒康医疗集团股份有限公司,深圳A,SZSE,L,20080306,
671,002221.SZ,2221,东华能源,东华能源股份有限公司,深圳A,SZSE,L,20080306,
672,002222.SZ,2222,福晶科技,福建福晶科技股份有限公司,深圳A,SZSE,L,20080319,
673,002223.SZ,2223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,深圳A,SZSE,L,20080418,
674,002224.SZ,2224,三力士,三力士股份有限公司,深圳A,SZSE,L,20080425,
675,002225.SZ,2225,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司,深圳A,SZSE,L,20080425,
676,002226.SZ,2226,江南化工,安徽江南化工股份有限公司,深圳A,SZSE,L,20080506,
677,002227.SZ,2227,奥特迅,深圳奥特迅电力设备股份有限公司,深圳A,SZSE,L,20080506,
678,002228.SZ,2228,合兴包装,厦门合兴包装印刷股份有限公司,深圳A,SZSE,L,20080508,
679,002229.SZ,2229,鸿博股份,鸿博股份有限公司,深圳A,SZSE,L,20080508,
680,002230.SZ,2230,科大讯飞,科大讯飞股份有限公司,深圳A,SZSE,L,20080512,
681,002231.SZ,2231,奥维通信,奥维通信股份有限公司,深圳A,SZSE,L,20080512,
682,002232.SZ,2232,启明信息,启明信息技术股份有限公司,深圳A,SZSE,L,20080509,
683,002233.SZ,2233,塔牌集团,广东塔牌集团股份有限公司,深圳A,SZSE,L,20080516,
684,002234.SZ,2234,民和股份,山东民和牧业股份有限公司,深圳A,SZSE,L,20080516,
685,002235.SZ,2235,安妮股份,厦门安妮股份有限公司,深圳A,SZSE,L,20080516,
686,002236.SZ,2236,大华股份,浙江大华技术股份有限公司,深圳A,SZSE,L,20080520,
687,002237.SZ,2237,恒邦股份,山东恒邦冶炼股份有限公司,深圳A,SZSE,L,20080520,
688,002238.SZ,2238,天威视讯,深圳市天威视讯股份有限公司,深圳A,SZSE,L,20080526,
689,002239.SZ,2239,奥特佳,奥特佳新能源科技股份有限公司,深圳A,SZSE,L,20080522,
690,002240.SZ,2240,盛新锂能,深圳盛新锂能集团股份有限公司,深圳A,SZSE,L,20080523,
691,002241.SZ,2241,歌尔股份,歌尔股份有限公司,深圳A,SZSE,L,20080522,
692,002242.SZ,2242,九阳股份,九阳股份有限公司,深圳A,SZSE,L,20080528,
693,002243.SZ,2243,通产丽星,深圳市通产丽星股份有限公司,深圳A,SZSE,L,20080528,
694,002244.SZ,2244,滨江集团,杭州滨江房产集团股份有限公司,深圳A,SZSE,L,20080529,
695,002245.SZ,2245,澳洋顺昌,江苏澳洋顺昌股份有限公司,深圳A,SZSE,L,20080605,
696,002246.SZ,2246,北化股份,北方化学工业股份有限公司,深圳A,SZSE,L,20080605,
697,002247.SZ,2247,*ST聚力,浙江聚力文化发展股份有限公司,深圳A,SZSE,L,20080612,
698,002248.SZ,2248,华东数控,威海华东数控股份有限公司,深圳A,SZSE,L,20080612,
699,002249.SZ,2249,大洋电机,中山大洋电机股份有限公司,深圳A,SZSE,L,20080619,
700,002250.SZ,2250,联化科技,联化科技股份有限公司,深圳A,SZSE,L,20080619,
701,002251.SZ,2251,步步高,步步高商业连锁股份有限公司,深圳A,SZSE,L,20080619,
702,002252.SZ,2252,上海莱士,上海莱士血液制品股份有限公司,深圳A,SZSE,L,20080623,
703,002253.SZ,2253,川大智胜,四川川大智胜软件股份有限公司,深圳A,SZSE,L,20080623,
704,002254.SZ,2254,泰和新材,烟台泰和新材料股份有限公司,深圳A,SZSE,L,20080625,
705,002255.SZ,2255,*ST海陆,苏州海陆重工股份有限公司,深圳A,SZSE,L,20080625,
706,002256.SZ,2256,*ST兆新,深圳市兆新能源股份有限公司,深圳A,SZSE,L,20080625,
707,002258.SZ,2258,利尔化学,利尔化学股份有限公司,深圳A,SZSE,L,20080708,
708,002259.SZ,2259,*ST升达,四川升达林业产业股份有限公司,深圳A,SZSE,L,20080716,
709,002261.SZ,2261,拓维信息,拓维信息系统股份有限公司,深圳A,SZSE,L,20080723,
710,002262.SZ,2262,恩华药业,江苏恩华药业股份有限公司,深圳A,SZSE,L,20080723,
711,002263.SZ,2263,大东南,浙江大东南股份有限公司,深圳A,SZSE,L,20080728,
712,002264.SZ,2264,新华都,新华都购物广场股份有限公司,深圳A,SZSE,L,20080731,
713,002265.SZ,2265,西仪股份,云南西仪工业股份有限公司,深圳A,SZSE,L,20080806,
714,002266.SZ,2266,浙富控股,浙富控股集团股份有限公司,深圳A,SZSE,L,20080806,
715,002267.SZ,2267,陕天然气,陕西省天然气股份有限公司,深圳A,SZSE,L,20080813,
716,002268.SZ,2268,卫士通,成都卫士通信息产业股份有限公司,深圳A,SZSE,L,20080811,
717,002269.SZ,2269,美邦服饰,上海美特斯邦威服饰股份有限公司,深圳A,SZSE,L,20080828,
718,002270.SZ,2270,华明装备,华明电力装备股份有限公司,深圳A,SZSE,L,20080905,
719,002271.SZ,2271,东方雨虹,北京东方雨虹防水技术股份有限公司,深圳A,SZSE,L,20080910,
720,002272.SZ,2272,川润股份,四川川润股份有限公司,深圳A,SZSE,L,20080919,
721,002273.SZ,2273,水晶光电,浙江水晶光电科技股份有限公司,深圳A,SZSE,L,20080919,
722,002274.SZ,2274,华昌化工,江苏华昌化工股份有限公司,深圳A,SZSE,L,20080925,
723,002275.SZ,2275,桂林三金,桂林三金药业股份有限公司,深圳A,SZSE,L,20090710,
724,002276.SZ,2276,万马股份,浙江万马股份有限公司,深圳A,SZSE,L,20090710,
725,002277.SZ,2277,友阿股份,湖南友谊阿波罗商业股份有限公司,深圳A,SZSE,L,20090717,
726,002278.SZ,2278,神开股份,上海神开石油化工装备股份有限公司,深圳A,SZSE,L,20090811,
727,002279.SZ,2279,久其软件,北京久其软件股份有限公司,深圳A,SZSE,L,20090811,
728,002280.SZ,2280,*ST联络,杭州联络互动信息科技股份有限公司,深圳A,SZSE,L,20090821,
729,002281.SZ,2281,光迅科技,武汉光迅科技股份有限公司,深圳A,SZSE,L,20090821,
730,002282.SZ,2282,博深股份,博深股份有限公司,深圳A,SZSE,L,20090821,
731,002283.SZ,2283,天润工业,天润工业技术股份有限公司,深圳A,SZSE,L,20090821,
732,002284.SZ,2284,亚太股份,浙江亚太机电股份有限公司,深圳A,SZSE,L,20090828,
733,002285.SZ,2285,世联行,深圳世联行集团股份有限公司,深圳A,SZSE,L,20090828,
734,002286.SZ,2286,保龄宝,保龄宝生物股份有限公司,深圳A,SZSE,L,20090828,
735,002287.SZ,2287,奇正藏药,西藏奇正藏药股份有限公司,深圳A,SZSE,L,20090828,
736,002288.SZ,2288,超华科技,广东超华科技股份有限公司,深圳A,SZSE,L,20090903,
737,002289.SZ,2289,ST宇顺,深圳市宇顺电子股份有限公司,深圳A,SZSE,L,20090903,
738,002290.SZ,2290,ST中科创,苏州中科创新型材料股份有限公司,深圳A,SZSE,L,20090903,
739,002291.SZ,2291,星期六,星期六股份有限公司,深圳A,SZSE,L,20090903,
740,002292.SZ,2292,奥飞娱乐,奥飞娱乐股份有限公司,深圳A,SZSE,L,20090910,
741,002293.SZ,2293,罗莱生活,罗莱生活科技股份有限公司,深圳A,SZSE,L,20090910,
742,002294.SZ,2294,信立泰,深圳信立泰药业股份有限公司,深圳A,SZSE,L,20090910,
743,002295.SZ,2295,精艺股份,广东精艺金属股份有限公司,深圳A,SZSE,L,20090929,
744,002296.SZ,2296,辉煌科技,河南辉煌科技股份有限公司,深圳A,SZSE,L,20090929,
745,002297.SZ,2297,博云新材,湖南博云新材料股份有限公司,深圳A,SZSE,L,20090929,
746,002298.SZ,2298,中电兴发,安徽中电兴发与鑫龙科技股份有限公司,深圳A,SZSE,L,20090929,
747,002299.SZ,2299,圣农发展,福建圣农发展股份有限公司,深圳A,SZSE,L,20091021,
748,002300.SZ,2300,太阳电缆,福建南平太阳电缆股份有限公司,深圳A,SZSE,L,20091021,
749,002301.SZ,2301,齐心集团,深圳齐心集团股份有限公司,深圳A,SZSE,L,20091021,
750,002302.SZ,2302,西部建设,中建西部建设股份有限公司,深圳A,SZSE,L,20091103,
751,002303.SZ,2303,美盈森,美盈森集团股份有限公司,深圳A,SZSE,L,20091103,
752,002304.SZ,2304,洋河股份,江苏洋河酒厂股份有限公司,深圳A,SZSE,L,20091106,
753,002305.SZ,2305,南国置业,南国置业股份有限公司,深圳A,SZSE,L,20091106,
754,002306.SZ,2306,ST云网,中科云网科技集团股份有限公司,深圳A,SZSE,L,20091111,
755,002307.SZ,2307,北新路桥,新疆北新路桥集团股份有限公司,深圳A,SZSE,L,20091111,
756,002308.SZ,2308,威创股份,威创集团股份有限公司,深圳A,SZSE,L,20091127,
757,002309.SZ,2309,中利集团,江苏中利集团股份有限公司,深圳A,SZSE,L,20091127,
758,002310.SZ,2310,东方园林,北京东方园林环境股份有限公司,深圳A,SZSE,L,20091127,
759,002311.SZ,2311,海大集团,广东海大集团股份有限公司,深圳A,SZSE,L,20091127,
760,002312.SZ,2312,三泰控股,成都三泰控股集团股份有限公司,深圳A,SZSE,L,20091203,
761,002313.SZ,2313,日海智能,日海智能科技股份有限公司,深圳A,SZSE,L,20091203,
762,002314.SZ,2314,南山控股,深圳市新南山控股(集团)股份有限公司,深圳A,SZSE,L,20091203,
763,002315.SZ,2315,焦点科技,焦点科技股份有限公司,深圳A,SZSE,L,20091209,
764,002316.SZ,2316,亚联发展,深圳亚联发展科技股份有限公司,深圳A,SZSE,L,20091209,
765,002317.SZ,2317,众生药业,广东众生药业股份有限公司,深圳A,SZSE,L,20091211,
766,002318.SZ,2318,久立特材,浙江久立特材科技股份有限公司,深圳A,SZSE,L,20091211,
767,002319.SZ,2319,*ST乐通,珠海市乐通化工股份有限公司,深圳A,SZSE,L,20091211,
768,002320.SZ,2320,海峡股份,海南海峡航运股份有限公司,深圳A,SZSE,L,20091216,
769,002321.SZ,2321,华英农业,河南华英农业发展股份有限公司,深圳A,SZSE,L,20091216,
770,002322.SZ,2322,理工环科,宁波理工环境能源科技股份有限公司,深圳A,SZSE,L,20091218,
771,002323.SZ,2323,*ST雅博,山东雅博科技股份有限公司,深圳A,SZSE,L,20091218,
772,002324.SZ,2324,普利特,上海普利特复合材料股份有限公司,深圳A,SZSE,L,20091218,
773,002325.SZ,2325,洪涛股份,深圳洪涛集团股份有限公司,深圳A,SZSE,L,20091222,
774,002326.SZ,2326,永太科技,浙江永太科技股份有限公司,深圳A,SZSE,L,20091222,
775,002327.SZ,2327,富安娜,深圳市富安娜家居用品股份有限公司,深圳A,SZSE,L,20091230,
776,002328.SZ,2328,新朋股份,上海新朋实业股份有限公司,深圳A,SZSE,L,20091230,
777,002329.SZ,2329,皇氏集团,皇氏集团股份有限公司,深圳A,SZSE,L,20100106,
778,002330.SZ,2330,得利斯,山东得利斯食品股份有限公司,深圳A,SZSE,L,20100106,
779,002331.SZ,2331,皖通科技,安徽皖通科技股份有限公司,深圳A,SZSE,L,20100106,
780,002332.SZ,2332,仙琚制药,浙江仙琚制药股份有限公司,深圳A,SZSE,L,20100112,
781,002333.SZ,2333,ST罗普,苏州罗普斯金铝业股份有限公司,深圳A,SZSE,L,20100112,
782,002334.SZ,2334,英威腾,深圳市英威腾电气股份有限公司,深圳A,SZSE,L,20100113,
783,002335.SZ,2335,科华恒盛,科华恒盛股份有限公司,深圳A,SZSE,L,20100113,
784,002336.SZ,2336,ST人乐,人人乐连锁商业集团股份有限公司,深圳A,SZSE,L,20100113,
785,002337.SZ,2337,赛象科技,天津赛象科技股份有限公司,深圳A,SZSE,L,20100115,
786,002338.SZ,2338,奥普光电,长春奥普光电技术股份有限公司,深圳A,SZSE,L,20100115,
787,002339.SZ,2339,积成电子,积成电子股份有限公司,深圳A,SZSE,L,20100122,
788,002340.SZ,2340,格林美,格林美股份有限公司,深圳A,SZSE,L,20100122,
789,002341.SZ,2341,新纶科技,深圳市新纶科技股份有限公司,深圳A,SZSE,L,20100122,
790,002342.SZ,2342,巨力索具,巨力索具股份有限公司,深圳A,SZSE,L,20100126,
791,002343.SZ,2343,慈文传媒,慈文传媒股份有限公司,深圳A,SZSE,L,20100126,
792,002344.SZ,2344,海宁皮城,海宁中国皮革城股份有限公司,深圳A,SZSE,L,20100126,
793,002345.SZ,2345,潮宏基,广东潮宏基实业股份有限公司,深圳A,SZSE,L,20100128,
794,002346.SZ,2346,柘中股份,上海柘中集团股份有限公司,深圳A,SZSE,L,20100128,
795,002347.SZ,2347,泰尔股份,泰尔重工股份有限公司,深圳A,SZSE,L,20100128,
796,002348.SZ,2348,高乐股份,广东高乐股份有限公司,深圳A,SZSE,L,20100203,
797,002349.SZ,2349,精华制药,精华制药集团股份有限公司,深圳A,SZSE,L,20100203,
798,002350.SZ,2350,北京科锐,北京科锐配电自动化股份有限公司,深圳A,SZSE,L,20100203,
799,002351.SZ,2351,漫步者,深圳市漫步者科技股份有限公司,深圳A,SZSE,L,20100205,
800,002352.SZ,2352,顺丰控股,顺丰控股股份有限公司,深圳A,SZSE,L,20100205,
801,002353.SZ,2353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,深圳A,SZSE,L,20100205,
802,002354.SZ,2354,*ST天娱,大连天神娱乐股份有限公司,深圳A,SZSE,L,20100209,
803,002355.SZ,2355,兴民智通,兴民智通(集团)股份有限公司,深圳A,SZSE,L,20100209,
804,002356.SZ,2356,*ST赫美,深圳赫美集团股份有限公司,深圳A,SZSE,L,20100209,
805,002357.SZ,2357,富临运业,四川富临运业集团股份有限公司,深圳A,SZSE,L,20100210,
806,002358.SZ,2358,森源电气,河南森源电气股份有限公司,深圳A,SZSE,L,20100210,
807,002360.SZ,2360,同德化工,山西同德化工股份有限公司,深圳A,SZSE,L,20100303,
808,002361.SZ,2361,神剑股份,安徽神剑新材料股份有限公司,深圳A,SZSE,L,20100303,
809,002362.SZ,2362,汉王科技,汉王科技股份有限公司,深圳A,SZSE,L,20100303,
810,002363.SZ,2363,隆基机械,山东隆基机械股份有限公司,深圳A,SZSE,L,20100305,
811,002364.SZ,2364,中恒电气,杭州中恒电气股份有限公司,深圳A,SZSE,L,20100305,
812,002365.SZ,2365,永安药业,潜江永安药业股份有限公司,深圳A,SZSE,L,20100305,
813,002366.SZ,2366,台海核电,台海玛努尔核电设备股份有限公司,深圳A,SZSE,L,20100312,
814,002367.SZ,2367,康力电梯,康力电梯股份有限公司,深圳A,SZSE,L,20100312,
815,002368.SZ,2368,太极股份,太极计算机股份有限公司,深圳A,SZSE,L,20100312,
816,002369.SZ,2369,卓翼科技,深圳市卓翼科技股份有限公司,深圳A,SZSE,L,20100316,
817,002370.SZ,2370,亚太药业,浙江亚太药业股份有限公司,深圳A,SZSE,L,20100316,
818,002371.SZ,2371,北方华创,北方华创科技集团股份有限公司,深圳A,SZSE,L,20100316,
819,002372.SZ,2372,伟星新材,浙江伟星新型建材股份有限公司,深圳A,SZSE,L,20100318,
820,002373.SZ,2373,千方科技,北京千方科技股份有限公司,深圳A,SZSE,L,20100318,
821,002374.SZ,2374,丽鹏股份,山东丽鹏股份有限公司,深圳A,SZSE,L,20100318,
822,002375.SZ,2375,亚厦股份,浙江亚厦装饰股份有限公司,深圳A,SZSE,L,20100323,
823,002376.SZ,2376,新北洋,山东新北洋信息技术股份有限公司,深圳A,SZSE,L,20100323,
824,002377.SZ,2377,国创高新,湖北国创高新材料股份有限公司,深圳A,SZSE,L,20100323,
825,002378.SZ,2378,章源钨业,崇义章源钨业股份有限公司,深圳A,SZSE,L,20100331,
826,002379.SZ,2379,宏创控股,山东宏创铝业控股股份有限公司,深圳A,SZSE,L,20100331,
827,002380.SZ,2380,科远智慧,南京科远智慧科技集团股份有限公司,深圳A,SZSE,L,20100331,
828,002381.SZ,2381,双箭股份,浙江双箭橡胶股份有限公司,深圳A,SZSE,L,20100402,
829,002382.SZ,2382,蓝帆医疗,蓝帆医疗股份有限公司,深圳A,SZSE,L,20100402,
830,002383.SZ,2383,合众思壮,北京合众思壮科技股份有限公司,深圳A,SZSE,L,20100402,
831,002384.SZ,2384,东山精密,苏州东山精密制造股份有限公司,深圳A,SZSE,L,20100409,
832,002385.SZ,2385,大北农,北京大北农科技集团股份有限公司,深圳A,SZSE,L,20100409,
833,002386.SZ,2386,天原集团,宜宾天原集团股份有限公司,深圳A,SZSE,L,20100409,
834,002387.SZ,2387,维信诺,维信诺科技股份有限公司,深圳A,SZSE,L,20100413,
835,002388.SZ,2388,新亚制程,深圳市新亚电子制程股份有限公司,深圳A,SZSE,L,20100413,
836,002389.SZ,2389,航天彩虹,航天彩虹无人机股份有限公司,深圳A,SZSE,L,20100413,
837,002390.SZ,2390,信邦制药,贵州信邦制药股份有限公司,深圳A,SZSE,L,20100416,
838,002391.SZ,2391,长青股份,江苏长青农化股份有限公司,深圳A,SZSE,L,20100416,
839,002392.SZ,2392,北京利尔,北京利尔高温材料股份有限公司,深圳A,SZSE,L,20100423,
840,002393.SZ,2393,力生制药,天津力生制药股份有限公司,深圳A,SZSE,L,20100423,
841,002394.SZ,2394,联发股份,江苏联发纺织股份有限公司,深圳A,SZSE,L,20100423,
842,002395.SZ,2395,双象股份,无锡双象超纤材料股份有限公司,深圳A,SZSE,L,20100429,
843,002396.SZ,2396,星网锐捷,福建星网锐捷通讯股份有限公司,深圳A,SZSE,L,20100623,
844,002397.SZ,2397,梦洁股份,湖南梦洁家纺股份有限公司,深圳A,SZSE,L,20100429,
845,002398.SZ,2398,垒知集团,垒知控股集团股份有限公司,深圳A,SZSE,L,20100506,
846,002399.SZ,2399,海普瑞,深圳市海普瑞药业集团股份有限公司,深圳A,SZSE,L,20100506,
847,002400.SZ,2400,省广集团,广东省广告集团股份有限公司,深圳A,SZSE,L,20100506,
848,002401.SZ,2401,中远海科,中远海运科技股份有限公司,深圳A,SZSE,L,20100506,
849,002402.SZ,2402,和而泰,深圳和而泰智能控制股份有限公司,深圳A,SZSE,L,20100511,
850,002403.SZ,2403,爱仕达,爱仕达股份有限公司,深圳A,SZSE,L,20100511,
851,002404.SZ,2404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,深圳A,SZSE,L,20100511,
852,002405.SZ,2405,四维图新,北京四维图新科技股份有限公司,深圳A,SZSE,L,20100518,
853,002406.SZ,2406,远东传动,许昌远东传动轴股份有限公司,深圳A,SZSE,L,20100518,
854,002407.SZ,2407,多氟多,多氟多化工股份有限公司,深圳A,SZSE,L,20100518,
855,002408.SZ,2408,齐翔腾达,淄博齐翔腾达化工股份有限公司,深圳A,SZSE,L,20100518,
856,002409.SZ,2409,雅克科技,江苏雅克科技股份有限公司,深圳A,SZSE,L,20100525,
857,002410.SZ,2410,广联达,广联达科技股份有限公司,深圳A,SZSE,L,20100525,
858,002411.SZ,2411,延安必康,延安必康制药股份有限公司,深圳A,SZSE,L,20100525,
859,002412.SZ,2412,汉森制药,湖南汉森制药股份有限公司,深圳A,SZSE,L,20100525,
860,002413.SZ,2413,雷科防务,江苏雷科防务科技股份有限公司,深圳A,SZSE,L,20100528,
861,002414.SZ,2414,高德红外,武汉高德红外股份有限公司,深圳A,SZSE,L,20100716,
862,002415.SZ,2415,海康威视,杭州海康威视数字技术股份有限公司,深圳A,SZSE,L,20100528,
863,002416.SZ,2416,爱施德,深圳市爱施德股份有限公司,深圳A,SZSE,L,20100528,
864,002417.SZ,2417,深南股份,深南金科股份有限公司,深圳A,SZSE,L,20100601,
865,002418.SZ,2418,*ST康盛,浙江康盛股份有限公司,深圳A,SZSE,L,20100601,
866,002419.SZ,2419,天虹股份,天虹数科商业股份有限公司,深圳A,SZSE,L,20100601,
867,002420.SZ,2420,ST毅昌,广州毅昌科技股份有限公司,深圳A,SZSE,L,20100601,
868,002421.SZ,2421,达实智能,深圳达实智能股份有限公司,深圳A,SZSE,L,20100603,
869,002422.SZ,2422,科伦药业,四川科伦药业股份有限公司,深圳A,SZSE,L,20100603,
870,002423.SZ,2423,中粮资本,中粮资本控股股份有限公司,深圳A,SZSE,L,20100603,
871,002424.SZ,2424,贵州百灵,贵州百灵企业集团制药股份有限公司,深圳A,SZSE,L,20100603,
872,002425.SZ,2425,凯撒文化,凯撒(中国)文化股份有限公司,深圳A,SZSE,L,20100608,
873,002426.SZ,2426,*ST胜利,苏州胜利精密制造科技股份有限公司,深圳A,SZSE,L,20100608,
874,002427.SZ,2427,ST尤夫,浙江尤夫高新纤维股份有限公司,深圳A,SZSE,L,20100608,
875,002428.SZ,2428,云南锗业,云南临沧鑫圆锗业股份有限公司,深圳A,SZSE,L,20100608,
