,ts_code,symbol,name,fullname,market,exchange,list_status,list_date,delist_date
0,000001.SZ,1,平安银行,平安银行股份有限公司,深圳A,SZSE,L,19910403,
1,000002.SZ,2,万科A,万科企业股份有限公司,深圳A,SZSE,L,19910129,
2,000004.SZ,4,国农科技,深圳中国农大科技股份有限公司,深圳A,SZSE,L,19910114,
3,000005.SZ,5,世纪星源,深圳世纪星源股份有限公司,深圳A,SZSE,L,19901210,
4,000006.SZ,6,深振业A,深圳市振业(集团)股份有限公司,深圳A,SZSE,L,19920427,
5,000007.SZ,7,全新好,深圳市全新好股份有限公司,深圳A,SZSE,L,19920413,
6,000008.SZ,8,神州高铁,神州高铁技术股份有限公司,深圳A,SZSE,L,19920507,
7,000009.SZ,9,中国宝安,中国宝安集团股份有限公司,深圳A,SZSE,L,19910625,
8,000010.SZ,10,美丽生态,深圳美丽生态股份有限公司,深圳A,SZSE,L,19951027,
9,000011.SZ,11,深物业A,深圳市物业发展(集团)股份有限公司,深圳A,SZSE,L,19920330,
10,000012.SZ,12,南玻A,中国南玻集团股份有限公司,深圳A,SZSE,L,19920228,
11,000014.SZ,14,沙河股份,沙河实业股份有限公司,深圳A,SZSE,L,19920602,
12,000016.SZ,16,深康佳A,康佳集团股份有限公司,深圳A,SZSE,L,19920327,
13,000017.SZ,17,*ST中华A,深圳中华自行车(集团)股份有限公司,深圳A,SZSE,L,19920331,
14,000019.SZ,19,深粮控股,深圳市深粮控股股份有限公司,深圳A,SZSE,L,19921012,
15,000020.SZ,20,深华发A,深圳中恒华发股份有限公司,深圳A,SZSE,L,19920428,
16,000021.SZ,21,深科技,深圳长城开发科技股份有限公司,深圳A,SZSE,L,19940202,
17,000023.SZ,23,深天地A,深圳市天地(集团)股份有限公司,深圳A,SZSE,L,19930429,
18,000025.SZ,25,特力A,深圳市特力(集团)股份有限公司,深圳A,SZSE,L,19930621,
19,000026.SZ,26,飞亚达,飞亚达精密科技股份有限公司,深圳A,SZSE,L,19930603,
20,000027.SZ,27,深圳能源,深圳能源集团股份有限公司,深圳A,SZSE,L,19930903,
21,000028.SZ,28,国药一致,国药集团一致药业股份有限公司,深圳A,SZSE,L,19930809,
22,000029.SZ,29,深深房A,深圳经济特区房地产(集团)股份有限公司,深圳A,SZSE,L,19930915,
23,000030.SZ,30,富奥股份,富奥汽车零部件股份有限公司,深圳A,SZSE,L,19930929,
24,000031.SZ,31,大悦城,大悦城控股集团股份有限公司,深圳A,SZSE,L,19931008,
25,000032.SZ,32,深桑达A,深圳市桑达实业股份有限公司,深圳A,SZSE,L,19931028,
26,000034.SZ,34,神州数码,神州数码集团股份有限公司,深圳A,SZSE,L,19940509,
27,000035.SZ,35,中国天楹,中国天楹股份有限公司,深圳A,SZSE,L,19940408,
28,000036.SZ,36,华联控股,华联控股股份有限公司,深圳A,SZSE,L,19940617,
29,000037.SZ,37,深南电A,深圳南山热电股份有限公司,深圳A,SZSE,L,19940701,
30,000038.SZ,38,深大通,深圳大通实业股份有限公司,深圳A,SZSE,L,19940808,
31,000039.SZ,39,中集集团,中国国际海运集装箱(集团)股份有限公司,深圳A,SZSE,L,19940408,
32,000040.SZ,40,东旭蓝天,东旭蓝天新能源股份有限公司,深圳A,SZSE,L,19940808,
33,000042.SZ,42,中洲控股,深圳市中洲投资控股股份有限公司,深圳A,SZSE,L,19940921,
34,000045.SZ,45,深纺织A,深圳市纺织(集团)股份有限公司,深圳A,SZSE,L,19940815,
35,000046.SZ,46,泛海控股,泛海控股股份有限公司,深圳A,SZSE,L,19940912,
36,000048.SZ,48,京基智农,深圳市京基智农时代股份有限公司,深圳A,SZSE,L,19941101,
37,000049.SZ,49,德赛电池,深圳市德赛电池科技股份有限公司,深圳A,SZSE,L,19950320,
38,000050.SZ,50,深天马A,天马微电子股份有限公司,深圳A,SZSE,L,19950315,
39,000055.SZ,55,方大集团,方大集团股份有限公司,深圳A,SZSE,L,19960415,
40,000056.SZ,56,皇庭国际,深圳市皇庭国际企业股份有限公司,深圳A,SZSE,L,19960708,
41,000058.SZ,58,深赛格,深圳赛格股份有限公司,深圳A,SZSE,L,19961226,
42,000059.SZ,59,华锦股份,北方华锦化学工业股份有限公司,深圳A,SZSE,L,19970130,
43,000060.SZ,60,中金岭南,深圳市中金岭南有色金属股份有限公司,深圳A,SZSE,L,19970123,
44,000061.SZ,61,农产品,深圳市农产品集团股份有限公司,深圳A,SZSE,L,19970110,
45,000062.SZ,62,深圳华强,深圳华强实业股份有限公司,深圳A,SZSE,L,19970130,
46,000063.SZ,63,中兴通讯,中兴通讯股份有限公司,深圳A,SZSE,L,19971118,
47,000065.SZ,65,北方国际,北方国际合作股份有限公司,深圳A,SZSE,L,19980605,
48,000066.SZ,66,中国长城,中国长城科技集团股份有限公司,深圳A,SZSE,L,19970626,
49,000068.SZ,68,华控赛格,深圳华控赛格股份有限公司,深圳A,SZSE,L,19970611,
50,000069.SZ,69,华侨城A,深圳华侨城股份有限公司,深圳A,SZSE,L,19970910,
51,000070.SZ,70,特发信息,深圳市特发信息股份有限公司,深圳A,SZSE,L,20000511,
52,000078.SZ,78,海王生物,深圳市海王生物工程股份有限公司,深圳A,SZSE,L,19981218,
53,000088.SZ,88,盐田港,深圳市盐田港股份有限公司,深圳A,SZSE,L,19970728,
54,000089.SZ,89,深圳机场,深圳市机场股份有限公司,深圳A,SZSE,L,19980420,
55,000090.SZ,90,天健集团,深圳市天健(集团)股份有限公司,深圳A,SZSE,L,19990721,
56,000096.SZ,96,广聚能源,深圳市广聚能源股份有限公司,深圳A,SZSE,L,20000724,
57,000099.SZ,99,中信海直,中信海洋直升机股份有限公司,深圳A,SZSE,L,20000731,
58,000100.SZ,100,TCL科技,TCL科技集团股份有限公司,深圳A,SZSE,L,20040130,
59,000150.SZ,150,宜华健康,宜华健康医疗股份有限公司,深圳A,SZSE,L,20000807,
60,000151.SZ,151,中成股份,中成进出口股份有限公司,深圳A,SZSE,L,20000906,
61,000153.SZ,153,丰原药业,安徽丰原药业股份有限公司,深圳A,SZSE,L,20000920,
62,000155.SZ,155,川能动力,四川省新能源动力股份有限公司,深圳A,SZSE,L,20000926,
63,000156.SZ,156,华数传媒,华数传媒控股股份有限公司,深圳A,SZSE,L,20000906,
64,000157.SZ,157,中联重科,中联重科股份有限公司,深圳A,SZSE,L,20001012,
65,000158.SZ,158,常山北明,石家庄常山北明科技股份有限公司,深圳A,SZSE,L,20000724,
66,000159.SZ,159,国际实业,新疆国际实业股份有限公司,深圳A,SZSE,L,20000926,
67,000166.SZ,166,申万宏源,申万宏源集团股份有限公司,深圳A,SZSE,L,20150126,
68,000301.SZ,301,东方盛虹,江苏东方盛虹股份有限公司,深圳A,SZSE,L,20000529,
69,000333.SZ,333,美的集团,美的集团股份有限公司,深圳A,SZSE,L,20130918,
70,000338.SZ,338,潍柴动力,潍柴动力股份有限公司,深圳A,SZSE,L,20070430,
71,000400.SZ,400,许继电气,许继电气股份有限公司,深圳A,SZSE,L,19970418,
72,000401.SZ,401,冀东水泥,唐山冀东水泥股份有限公司,深圳A,SZSE,L,19960614,
73,000402.SZ,402,金融街,金融街控股股份有限公司,深圳A,SZSE,L,19960626,
74,000403.SZ,403,双林生物,南方双林生物制药股份有限公司,深圳A,SZSE,L,19960628,
75,000404.SZ,404,长虹华意,长虹华意压缩机股份有限公司,深圳A,SZSE,L,19960619,
76,000407.SZ,407,胜利股份,山东胜利股份有限公司,深圳A,SZSE,L,19960703,
77,000408.SZ,408,*ST藏格,藏格控股股份有限公司,深圳A,SZSE,L,19960628,
78,000409.SZ,409,ST地矿,山东地矿股份有限公司,深圳A,SZSE,L,19960627,
79,000410.SZ,410,*ST沈机,沈阳机床股份有限公司,深圳A,SZSE,L,19960718,
80,000411.SZ,411,英特集团,浙江英特集团股份有限公司,深圳A,SZSE,L,19960716,
81,000413.SZ,413,东旭光电,东旭光电科技股份有限公司,深圳A,SZSE,L,19960925,
82,000415.SZ,415,渤海租赁,渤海租赁股份有限公司,深圳A,SZSE,L,19960716,
83,000416.SZ,416,民生控股,民生控股股份有限公司,深圳A,SZSE,L,19960719,
84,000417.SZ,417,合肥百货,合肥百货大楼集团股份有限公司,深圳A,SZSE,L,19960812,
85,000419.SZ,419,通程控股,长沙通程控股股份有限公司,深圳A,SZSE,L,19960816,
86,000420.SZ,420,吉林化纤,吉林化纤股份有限公司,深圳A,SZSE,L,19960802,
87,000421.SZ,421,南京公用,南京公用发展股份有限公司,深圳A,SZSE,L,19960806,
88,000422.SZ,422,ST宜化,湖北宜化化工股份有限公司,深圳A,SZSE,L,19960815,
89,000423.SZ,423,东阿阿胶,东阿阿胶股份有限公司,深圳A,SZSE,L,19960729,
90,000425.SZ,425,徐工机械,徐工集团工程机械股份有限公司,深圳A,SZSE,L,19960828,
91,000426.SZ,426,兴业矿业,内蒙古兴业矿业股份有限公司,深圳A,SZSE,L,19960828,
92,000428.SZ,428,华天酒店,华天酒店集团股份有限公司,深圳A,SZSE,L,19960808,
93,000429.SZ,429,粤高速A,广东省高速公路发展股份有限公司,深圳A,SZSE,L,19980220,
94,000430.SZ,430,张家界,张家界旅游集团股份有限公司,深圳A,SZSE,L,19960829,
95,000488.SZ,488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,深圳A,SZSE,L,20001120,
96,000498.SZ,498,山东路桥,山东高速路桥集团股份有限公司,深圳A,SZSE,L,19970609,
97,000501.SZ,501,鄂武商A,武汉武商集团股份有限公司,深圳A,SZSE,L,19921120,
98,000502.SZ,502,绿景控股,绿景控股股份有限公司,深圳A,SZSE,L,19921123,
99,000503.SZ,503,国新健康,国新健康保障服务集团股份有限公司,深圳A,SZSE,L,19921130,
100,000504.SZ,504,ST生物,南华生物医药股份有限公司,深圳A,SZSE,L,19921208,
101,000505.SZ,505,京粮控股,海南京粮控股股份有限公司,深圳A,SZSE,L,19921221,
102,000506.SZ,506,中润资源,中润资源投资股份有限公司,深圳A,SZSE,L,19930312,
103,000507.SZ,507,珠海港,珠海港股份有限公司,深圳A,SZSE,L,19930326,
104,000509.SZ,509,*ST华塑,华塑控股股份有限公司,深圳A,SZSE,L,19930507,
105,000510.SZ,510,新金路,四川新金路集团股份有限公司,深圳A,SZSE,L,19930507,
106,000513.SZ,513,丽珠集团,丽珠医药集团股份有限公司,深圳A,SZSE,L,19931028,
107,000514.SZ,514,渝开发,重庆渝开发股份有限公司,深圳A,SZSE,L,19930712,
108,000516.SZ,516,国际医学,西安国际医学投资股份有限公司,深圳A,SZSE,L,19930809,
109,000517.SZ,517,荣安地产,荣安地产股份有限公司,深圳A,SZSE,L,19930806,
110,000518.SZ,518,四环生物,江苏四环生物股份有限公司,深圳A,SZSE,L,19930908,
111,000519.SZ,519,中兵红箭,中兵红箭股份有限公司,深圳A,SZSE,L,19931008,
112,000520.SZ,520,长航凤凰,长航凤凰股份有限公司,深圳A,SZSE,L,19931025,
113,000521.SZ,521,长虹美菱,长虹美菱股份有限公司,深圳A,SZSE,L,19931018,
114,000523.SZ,523,广州浪奇,广州市浪奇实业股份有限公司,深圳A,SZSE,L,19931108,
115,000524.SZ,524,岭南控股,广州岭南集团控股股份有限公司,深圳A,SZSE,L,19931118,
116,000525.SZ,525,红太阳,南京红太阳股份有限公司,深圳A,SZSE,L,19931028,
117,000526.SZ,526,紫光学大,厦门紫光学大股份有限公司,深圳A,SZSE,L,19931101,
118,000528.SZ,528,柳工,广西柳工机械股份有限公司,深圳A,SZSE,L,19931118,
119,000529.SZ,529,广弘控股,广东广弘控股股份有限公司,深圳A,SZSE,L,19931118,
120,000530.SZ,530,冰山冷热,冰山冷热科技股份有限公司,深圳A,SZSE,L,19931208,
121,000531.SZ,531,穗恒运A,广州恒运企业集团股份有限公司,深圳A,SZSE,L,19940106,
122,000532.SZ,532,华金资本,珠海华金资本股份有限公司,深圳A,SZSE,L,19940103,
123,000533.SZ,533,顺钠股份,广东顺钠电气股份有限公司,深圳A,SZSE,L,19940103,
124,000534.SZ,534,万泽股份,万泽实业股份有限公司,深圳A,SZSE,L,19940110,
125,000536.SZ,536,*ST华映,华映科技(集团)股份有限公司,深圳A,SZSE,L,19931126,
126,000537.SZ,537,广宇发展,天津广宇发展股份有限公司,深圳A,SZSE,L,19931210,
127,000538.SZ,538,云南白药,云南白药集团股份有限公司,深圳A,SZSE,L,19931215,
128,000539.SZ,539,粤电力A,广东电力发展股份有限公司,深圳A,SZSE,L,19931126,
129,000540.SZ,540,中天金融,中天金融集团股份有限公司,深圳A,SZSE,L,19940202,
130,000541.SZ,541,佛山照明,佛山电器照明股份有限公司,深圳A,SZSE,L,19931123,
131,000543.SZ,543,皖能电力,安徽省皖能股份有限公司,深圳A,SZSE,L,19931220,
132,000544.SZ,544,中原环保,中原环保股份有限公司,深圳A,SZSE,L,19931208,
133,000545.SZ,545,金浦钛业,金浦钛业股份有限公司,深圳A,SZSE,L,19931215,
134,000546.SZ,546,金圆股份,金圆环保股份有限公司,深圳A,SZSE,L,19931215,
135,000547.SZ,547,航天发展,航天工业发展股份有限公司,深圳A,SZSE,L,19931130,
136,000548.SZ,548,湖南投资,湖南投资集团股份有限公司,深圳A,SZSE,L,19931220,
137,000550.SZ,550,江铃汽车,江铃汽车股份有限公司,深圳A,SZSE,L,19931201,
138,000551.SZ,551,创元科技,创元科技股份有限公司,深圳A,SZSE,L,19940106,
139,000552.SZ,552,靖远煤电,甘肃靖远煤电股份有限公司,深圳A,SZSE,L,19940106,
140,000553.SZ,553,安道麦A,安道麦股份有限公司,深圳A,SZSE,L,19931203,
141,000554.SZ,554,泰山石油,中国石化山东泰山石油股份有限公司,深圳A,SZSE,L,19931215,
142,000555.SZ,555,神州信息,神州数码信息服务股份有限公司,深圳A,SZSE,L,19940408,
143,000557.SZ,557,西部创业,宁夏西部创业实业股份有限公司,深圳A,SZSE,L,19940617,
144,000558.SZ,558,莱茵体育,莱茵达体育发展股份有限公司,深圳A,SZSE,L,19940509,
145,000559.SZ,559,万向钱潮,万向钱潮股份有限公司,深圳A,SZSE,L,19940110,
146,000560.SZ,560,我爱我家,我爱我家控股集团股份有限公司,深圳A,SZSE,L,19940202,
147,000561.SZ,561,烽火电子,陕西烽火电子股份有限公司,深圳A,SZSE,L,19940509,
148,000563.SZ,563,陕国投A,陕西省国际信托股份有限公司,深圳A,SZSE,L,19940110,
149,000564.SZ,564,供销大集,供销大集集团股份有限公司,深圳A,SZSE,L,19940110,
150,000565.SZ,565,渝三峡A,重庆三峡油漆股份有限公司,深圳A,SZSE,L,19940408,
151,000566.SZ,566,海南海药,海南海药股份有限公司,深圳A,SZSE,L,19940525,
152,000567.SZ,567,海德股份,海南海德资本管理股份有限公司,深圳A,SZSE,L,19940525,
153,000568.SZ,568,泸州老窖,泸州老窖股份有限公司,深圳A,SZSE,L,19940509,
154,000570.SZ,570,苏常柴A,常柴股份有限公司,深圳A,SZSE,L,19940701,
155,000571.SZ,571,*ST大洲,新大洲控股股份有限公司,深圳A,SZSE,L,19940525,
156,000572.SZ,572,ST海马,海马汽车股份有限公司,深圳A,SZSE,L,19940808,
157,000573.SZ,573,粤宏远A,东莞宏远工业区股份有限公司,深圳A,SZSE,L,19940815,
158,000576.SZ,576,甘化科工,广东甘化科工股份有限公司,深圳A,SZSE,L,19940907,
159,000581.SZ,581,威孚高科,无锡威孚高科技集团股份有限公司,深圳A,SZSE,L,19980924,
160,000582.SZ,582,北部湾港,北部湾港股份有限公司,深圳A,SZSE,L,19951102,
161,000584.SZ,584,哈工智能,江苏哈工智能机器人股份有限公司,深圳A,SZSE,L,19951128,
162,000585.SZ,585,*ST东电,东北电气发展股份有限公司,深圳A,SZSE,L,19951213,
163,000586.SZ,586,汇源通信,四川汇源光通信股份有限公司,深圳A,SZSE,L,19951220,
164,000587.SZ,587,*ST金洲,金洲慈航集团股份有限公司,深圳A,SZSE,L,19960425,
165,000589.SZ,589,贵州轮胎,贵州轮胎股份有限公司,深圳A,SZSE,L,19960308,
166,000590.SZ,590,启迪古汉,启迪古汉集团股份有限公司,深圳A,SZSE,L,19960119,
167,000591.SZ,591,太阳能,中节能太阳能股份有限公司,深圳A,SZSE,L,19960208,
168,000592.SZ,592,平潭发展,中福海峡(平潭)发展股份有限公司,深圳A,SZSE,L,19960327,
169,000593.SZ,593,大通燃气,四川大通燃气开发股份有限公司,深圳A,SZSE,L,19960312,
170,000595.SZ,595,*ST宝实,宝塔实业股份有限公司,深圳A,SZSE,L,19960419,
171,000596.SZ,596,古井贡酒,安徽古井贡酒股份有限公司,深圳A,SZSE,L,19960927,
172,000597.SZ,597,东北制药,东北制药集团股份有限公司,深圳A,SZSE,L,19960523,
173,000598.SZ,598,兴蓉环境,成都市兴蓉环境股份有限公司,深圳A,SZSE,L,19960529,
174,000599.SZ,599,青岛双星,青岛双星股份有限公司,深圳A,SZSE,L,19960430,
175,000600.SZ,600,建投能源,河北建投能源投资股份有限公司,深圳A,SZSE,L,19960606,
176,000601.SZ,601,韶能股份,广东韶能集团股份有限公司,深圳A,SZSE,L,19960830,
177,000603.SZ,603,盛达资源,盛达金属资源股份有限公司,深圳A,SZSE,L,19960823,
178,000605.SZ,605,渤海股份,渤海水业股份有限公司,深圳A,SZSE,L,19960913,
179,000606.SZ,606,顺利办,顺利办信息服务股份有限公司,深圳A,SZSE,L,19961004,
180,000607.SZ,607,华媒控股,浙江华媒控股股份有限公司,深圳A,SZSE,L,19960830,
181,000608.SZ,608,阳光股份,阳光新业地产股份有限公司,深圳A,SZSE,L,19960919,
182,000609.SZ,609,中迪投资,北京中迪投资股份有限公司,深圳A,SZSE,L,19961010,
183,000610.SZ,610,西安旅游,西安旅游股份有限公司,深圳A,SZSE,L,19960926,
184,000611.SZ,611,ST天首,内蒙古天首科技发展股份有限公司,深圳A,SZSE,L,19961008,
185,000612.SZ,612,焦作万方,焦作万方铝业股份有限公司,深圳A,SZSE,L,19960926,
186,000613.SZ,613,大东海A,海南大东海旅游中心股份有限公司,深圳A,SZSE,L,19970128,
187,000615.SZ,615,京汉股份,京汉实业投资集团股份有限公司,深圳A,SZSE,L,19961016,
188,000616.SZ,616,海航投资,海航投资集团股份有限公司,深圳A,SZSE,L,19961108,
189,000617.SZ,617,中油资本,中国石油集团资本股份有限公司,深圳A,SZSE,L,19961022,
190,000619.SZ,619,海螺型材,芜湖海螺型材科技股份有限公司,深圳A,SZSE,L,19961023,
191,000620.SZ,620,新华联,新华联文化旅游发展股份有限公司,深圳A,SZSE,L,19961029,
192,000622.SZ,622,恒立实业,恒立实业发展集团股份有限公司,深圳A,SZSE,L,19961107,
193,000623.SZ,623,吉林敖东,吉林敖东药业集团股份有限公司,深圳A,SZSE,L,19961028,
194,000625.SZ,625,长安汽车,重庆长安汽车股份有限公司,深圳A,SZSE,L,19970610,
195,000626.SZ,626,远大控股,远大产业控股股份有限公司,深圳A,SZSE,L,19961128,
196,000627.SZ,627,天茂集团,天茂实业集团股份有限公司,深圳A,SZSE,L,19961112,
197,000628.SZ,628,高新发展,成都高新发展股份有限公司,深圳A,SZSE,L,19961118,
198,000629.SZ,629,攀钢钒钛,攀钢集团钒钛资源股份有限公司,深圳A,SZSE,L,19961115,
199,000630.SZ,630,铜陵有色,铜陵有色金属集团股份有限公司,深圳A,SZSE,L,19961120,
200,000631.SZ,631,顺发恒业,顺发恒业股份公司,深圳A,SZSE,L,19961122,
201,000632.SZ,632,三木集团,福建三木集团股份有限公司,深圳A,SZSE,L,19961121,
202,000633.SZ,633,合金投资,新疆合金投资股份有限公司,深圳A,SZSE,L,19961112,
203,000635.SZ,635,英力特,宁夏英力特化工股份有限公司,深圳A,SZSE,L,19961120,
204,000636.SZ,636,风华高科,广东风华高新科技股份有限公司,深圳A,SZSE,L,19961129,
205,000637.SZ,637,茂化实华,茂名石化实华股份有限公司,深圳A,SZSE,L,19961114,
206,000638.SZ,638,万方发展,万方城镇投资发展股份有限公司,深圳A,SZSE,L,19961126,
207,000639.SZ,639,西王食品,西王食品股份有限公司,深圳A,SZSE,L,19961126,
208,000650.SZ,650,仁和药业,仁和药业股份有限公司,深圳A,SZSE,L,19961210,
209,000651.SZ,651,格力电器,珠海格力电器股份有限公司,深圳A,SZSE,L,19961118,
210,000652.SZ,652,泰达股份,天津泰达股份有限公司,深圳A,SZSE,L,19961128,
211,000655.SZ,655,金岭矿业,山东金岭矿业股份有限公司,深圳A,SZSE,L,19961128,
212,000656.SZ,656,金科股份,金科地产集团股份有限公司,深圳A,SZSE,L,19961128,
213,000657.SZ,657,中钨高新,中钨高新材料股份有限公司,深圳A,SZSE,L,19961205,
214,000659.SZ,659,珠海中富,珠海中富实业股份有限公司,深圳A,SZSE,L,19961203,
215,000661.SZ,661,长春高新,长春高新技术产业(集团)股份有限公司,深圳A,SZSE,L,19961218,
216,000662.SZ,662,*ST天夏,天夏智慧城市科技股份有限公司,深圳A,SZSE,L,19961216,
217,000663.SZ,663,*ST永林,福建省永安林业(集团)股份有限公司,深圳A,SZSE,L,19961206,
218,000665.SZ,665,湖北广电,湖北省广播电视信息网络股份有限公司,深圳A,SZSE,L,19961210,
219,000666.SZ,666,经纬纺机,经纬纺织机械股份有限公司,深圳A,SZSE,L,19961210,
220,000667.SZ,667,美好置业,美好置业集团股份有限公司,深圳A,SZSE,L,19961205,
221,000668.SZ,668,荣丰控股,荣丰控股集团股份有限公司,深圳A,SZSE,L,19961210,
222,000669.SZ,669,*ST金鸿,金鸿控股集团股份有限公司,深圳A,SZSE,L,19961210,
223,000671.SZ,671,阳光城,阳光城集团股份有限公司,深圳A,SZSE,L,19961218,
224,000672.SZ,672,上峰水泥,甘肃上峰水泥股份有限公司,深圳A,SZSE,L,19961218,
225,000673.SZ,673,*ST当代,当代东方投资股份有限公司,深圳A,SZSE,L,19970124,
226,000676.SZ,676,智度股份,智度科技股份有限公司,深圳A,SZSE,L,19961224,
227,000677.SZ,677,恒天海龙,恒天海龙股份有限公司,深圳A,SZSE,L,19961226,
228,000678.SZ,678,襄阳轴承,襄阳汽车轴承股份有限公司,深圳A,SZSE,L,19970106,
229,000679.SZ,679,*ST友谊,大连友谊(集团)股份有限公司,深圳A,SZSE,L,19970124,
230,000680.SZ,680,山推股份,山推工程机械股份有限公司,深圳A,SZSE,L,19970122,
231,000681.SZ,681,视觉中国,视觉(中国)文化发展股份有限公司,深圳A,SZSE,L,19970121,
232,000682.SZ,682,东方电子,东方电子股份有限公司,深圳A,SZSE,L,19970121,
233,000683.SZ,683,远兴能源,内蒙古远兴能源股份有限公司,深圳A,SZSE,L,19970131,
234,000685.SZ,685,中山公用,中山公用事业集团股份有限公司,深圳A,SZSE,L,19970123,
235,000686.SZ,686,东北证券,东北证券股份有限公司,深圳A,SZSE,L,19970227,
236,000687.SZ,687,*ST华讯,华讯方舟股份有限公司,深圳A,SZSE,L,19970221,
237,000688.SZ,688,国城矿业,国城矿业股份有限公司,深圳A,SZSE,L,19970120,
238,000690.SZ,690,宝新能源,广东宝丽华新能源股份有限公司,深圳A,SZSE,L,19970128,
239,000691.SZ,691,亚太实业,海南亚太实业发展股份有限公司,深圳A,SZSE,L,19970228,
240,000692.SZ,692,惠天热电,沈阳惠天热电股份有限公司,深圳A,SZSE,L,19970227,
241,000695.SZ,695,滨海能源,天津滨海能源发展股份有限公司,深圳A,SZSE,L,19970218,
242,000697.SZ,697,炼石航空,炼石航空科技股份有限公司,深圳A,SZSE,L,19970325,
243,000698.SZ,698,沈阳化工,沈阳化工股份有限公司,深圳A,SZSE,L,19970220,
244,000700.SZ,700,模塑科技,江南模塑科技股份有限公司,深圳A,SZSE,L,19970228,
245,000701.SZ,701,厦门信达,厦门信达股份有限公司,深圳A,SZSE,L,19970226,
246,000702.SZ,702,正虹科技,湖南正虹科技发展股份有限公司,深圳A,SZSE,L,19970318,
247,000703.SZ,703,恒逸石化,恒逸石化股份有限公司,深圳A,SZSE,L,19970328,
248,000705.SZ,705,浙江震元,浙江震元股份有限公司,深圳A,SZSE,L,19970410,
249,000707.SZ,707,ST双环,湖北双环科技股份有限公司,深圳A,SZSE,L,19970415,
250,000708.SZ,708,中信特钢,中信泰富特钢集团股份有限公司,深圳A,SZSE,L,19970326,
251,000709.SZ,709,河钢股份,河钢股份有限公司,深圳A,SZSE,L,19970416,
252,000710.SZ,710,贝瑞基因,成都市贝瑞和康基因技术股份有限公司,深圳A,SZSE,L,19970422,
253,000711.SZ,711,京蓝科技,京蓝科技股份有限公司,深圳A,SZSE,L,19970411,
254,000712.SZ,712,锦龙股份,广东锦龙发展股份有限公司,深圳A,SZSE,L,19970415,
255,000713.SZ,713,丰乐种业,合肥丰乐种业股份有限公司,深圳A,SZSE,L,19970422,
256,000715.SZ,715,中兴商业,中兴-沈阳商业大厦(集团)股份有限公司,深圳A,SZSE,L,19970508,
257,000716.SZ,716,黑芝麻,南方黑芝麻集团股份有限公司,深圳A,SZSE,L,19970418,
258,000717.SZ,717,韶钢松山,广东韶钢松山股份有限公司,深圳A,SZSE,L,19970508,
259,000718.SZ,718,苏宁环球,苏宁环球股份有限公司,深圳A,SZSE,L,19970408,
260,000719.SZ,719,中原传媒,中原大地传媒股份有限公司,深圳A,SZSE,L,19970331,
261,000720.SZ,720,新能泰山,山东新能泰山发电股份有限公司,深圳A,SZSE,L,19970509,
262,000721.SZ,721,西安饮食,西安饮食股份有限公司,深圳A,SZSE,L,19970430,
263,000722.SZ,722,湖南发展,湖南发展集团股份有限公司,深圳A,SZSE,L,19970522,
264,000723.SZ,723,美锦能源,山西美锦能源股份有限公司,深圳A,SZSE,L,19970515,
265,000725.SZ,725,京东方A,京东方科技集团股份有限公司,深圳A,SZSE,L,20010112,
266,000726.SZ,726,鲁泰A,鲁泰纺织股份有限公司,深圳A,SZSE,L,20001225,
267,000727.SZ,727,*ST东科,南京华东电子信息科技股份有限公司,深圳A,SZSE,L,19970520,
268,000728.SZ,728,国元证券,国元证券股份有限公司,深圳A,SZSE,L,19970616,
269,000729.SZ,729,燕京啤酒,北京燕京啤酒股份有限公司,深圳A,SZSE,L,19970716,
270,000731.SZ,731,四川美丰,四川美丰化工股份有限公司,深圳A,SZSE,L,19970617,
271,000732.SZ,732,泰禾集团,泰禾集团股份有限公司,深圳A,SZSE,L,19970704,
272,000733.SZ,733,振华科技,中国振华(集团)科技股份有限公司,深圳A,SZSE,L,19970703,
273,000735.SZ,735,罗牛山,罗牛山股份有限公司,深圳A,SZSE,L,19970611,
274,000736.SZ,736,中交地产,中交地产股份有限公司,深圳A,SZSE,L,19970425,
275,000737.SZ,737,ST南风,南风化工集团股份有限公司,深圳A,SZSE,L,19970428,
276,000738.SZ,738,航发控制,中国航发动力控制股份有限公司,深圳A,SZSE,L,19970626,
277,000739.SZ,739,普洛药业,普洛药业股份有限公司,深圳A,SZSE,L,19970509,
278,000750.SZ,750,国海证券,国海证券股份有限公司,深圳A,SZSE,L,19970709,
279,000751.SZ,751,锌业股份,葫芦岛锌业股份有限公司,深圳A,SZSE,L,19970626,
280,000752.SZ,752,*ST西发,西藏银河科技发展股份有限公司,深圳A,SZSE,L,19970625,
281,000753.SZ,753,漳州发展,福建漳州发展股份有限公司,深圳A,SZSE,L,19970626,
282,000755.SZ,755,山西路桥,山西路桥股份有限公司,深圳A,SZSE,L,19970627,
283,000756.SZ,756,新华制药,山东新华制药股份有限公司,深圳A,SZSE,L,19970806,
284,000757.SZ,757,浩物股份,四川浩物机电股份有限公司,深圳A,SZSE,L,19970627,
285,000758.SZ,758,中色股份,中国有色金属建设股份有限公司,深圳A,SZSE,L,19970416,
286,000759.SZ,759,中百集团,中百控股集团股份有限公司,深圳A,SZSE,L,19970519,
287,000761.SZ,761,本钢板材,本钢板材股份有限公司,深圳A,SZSE,L,19980115,
